"GEO_ID","NAME","P9_001N","P9_002N","P9_003N","P9_004N","P9_005N","P9_006N","P9_007N","P9_008N","P9_009N","P9_010N","P9_011N","P9_012N","P9_013N","P9_014N","P9_015N","P9_016N","P9_017N","P9_018N","P9_019N","P9_020N","P9_021N","P9_022N","P9_023N","P9_024N","P9_025N","P9_026N","P9_027N","P9_028N","P9_029N","P9_030N","P9_031N","P9_032N","P9_033N","P9_034N","P9_035N","P9_036N","P9_037N","P9_038N","P9_039N","P9_040N","P9_041N","P9_042N","P9_043N","P9_044N","P9_045N","P9_046N","P9_047N","P9_048N","P9_049N","P9_050N","P9_051N","P9_052N","P9_053N","P9_054N","P9_055N","P9_056N","P9_057N","P9_058N","P9_059N","P9_060N","P9_061N","P9_062N","P9_063N","P9_064N","P9_065N","P9_066N","P9_067N","P9_068N","P9_069N","P9_070N","P9_071N","P9_072N","P9_073N",
"1600000US0602210","Antelope CDP, California","48733","8389","40344","36951","25451","3784","277","6753","398","288","3393","3041","718","577","891","85","332","72","107","15","34","26","11","4","110","21","38","318","107","84","4","9","38","3","3","44","4","0","4","4","4","2","1","2","3","0","0","2","32","14","0","4","7","0","0","5","0","0","0","2","0","0","0","0","2","1","1","0","0","0","0","0","0",
"1600000US0602252","Antioch city, California","115291","41965","73326","67076","26554","23271","419","14570","1437","825","6250","5584","1348","864","1533","131","439","229","430","87","168","36","5","8","246","35","25","561","198","106","25","33","43","6","3","77","23","6","13","1","6","11","2","1","4","0","0","3","88","43","3","14","14","8","0","6","0","0","0","0","0","0","0","0","14","12","2","0","0","0","0","3","3",
"1600000US0602294","Anza CDP, California","3075","931","2144","2036","1690","24","43","250","4","25","108","105","9","60","12","7","14","0","0","0","1","0","0","1","1","0","0","3","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0602364","Apple Valley town, California","75791","28989","46802","43350","33991","5926","353","2433","219","428","3452","3175","617","1037","625","96","468","112","67","18","84","5","2","0","28","8","8","264","102","46","2","33","40","5","2","23","4","0","1","0","2","2","0","0","1","1","0","0","13","6","0","0","1","1","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0602378","Aptos CDP, California","6664","1063","5601","5234","4808","60","39","260","18","49","367","359","28","77","139","10","94","0","1","1","1","1","0","1","4","2","0","6","0","1","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0602382","Aptos Hills-Larkin Valley CDP, California","2383","546","1837","1736","1654","17","12","40","0","13","101","98","3","30","14","4","41","0","1","0","0","0","0","0","5","0","0","3","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0602420","Arbuckle CDP, California","3484","2560","924","854","770","32","12","25","5","10","70","67","3","24","24","1","9","2","1","1","0","0","0","0","2","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0602462","Arcadia city, California","56681","7401","49280","47776","9968","868","53","36608","40","239","1504","1426","137","108","788","4","137","13","76","1","17","8","1","0","81","55","0","74","20","19","3","8","3","0","0","11","6","0","2","0","1","0","0","1","0","0","0","0","4","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0602476","Arcata city, California","18857","3739","15118","13706","12145","479","392","461","46","183","1412","1277","187","485","298","33","225","16","3","1","12","4","1","1","7","4","0","121","42","8","1","6","22","5","4","23","8","0","0","0","0","0","1","0","0","0","1","0","14","6","0","0","0","0","0","6","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0602553","Arden-Arcade CDP, California","94659","18521","76138","68349","47193","8498","428","11043","581","606","7789","7187","1185","1119","3236","92","720","190","213","46","63","36","8","8","148","109","14","536","215","66","17","31","49","3","5","90","17","4","12","3","4","9","7","1","2","0","0","1","63","32","4","7","8","3","0","5","1","0","3","0","0","0","0","0","2","0","1","1","0","0","0","1","1",
"1600000US0602700","Armona CDP, California","4274","3176","1098","980","771","114","7","76","1","11","118","113","32","39","9","5","7","0","6","0","2","2","0","0","7","4","0","4","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0602770","Arnold CDP, California","3288","291","2997","2814","2743","3","8","44","4","12","183","175","5","71","32","15","46","0","1","0","0","0","0","0","3","1","1","6","0","0","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0602812","Aromas CDP, California","2708","1105","1603","1497","1351","15","5","79","3","44","106","105","6","48","16","2","28","1","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0602868","Arroyo Grande city, California","18441","3646","14795","13734","12714","164","69","685","14","88","1061","993","101","262","325","36","257","0","0","0","0","1","0","1","10","0","0","63","10","5","3","2","17","5","1","19","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","2","0","2","0","0","0","0","0","0",
"1600000US0602896","Artesia city, California","16395","5825","10570","10236","2608","627","26","6852","58","65","334","300","41","28","119","11","38","3","8","2","10","5","0","0","30","5","0","32","8","5","1","4","3","0","0","10","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0602910","Artois CDP, California","295","98","197","191","186","0","5","0","0","0","6","5","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0602924","Arvin city, California","19495","18317","1178","1070","766","153","17","97","5","32","108","92","24","23","20","4","5","8","1","0","2","0","0","1","0","4","0","9","1","1","1","0","1","2","0","0","1","2","0","0","0","0","0","0","0","0","0","0","6","0","2","0","0","0","0","0","0","0","0","0","0","0","4","0","1","1","0","0","0","0","0","0","0",
"1600000US0602980","Ashland CDP, California","23823","10548","13275","12460","2632","3840","75","5511","279","123","815","703","175","87","157","23","41","47","73","15","20","4","4","1","40","16","0","103","34","13","2","16","13","0","1","17","2","0","1","0","0","2","0","0","0","0","0","2","9","4","1","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603026","Aspen Springs CDP, California","70","3","67","66","65","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603064","Atascadero city, California","29773","5850","23923","22215","20529","436","163","877","29","181","1708","1607","177","568","352","36","448","6","5","0","2","5","0","2","3","3","0","93","33","12","0","2","13","3","0","26","1","0","0","0","0","0","0","1","2","0","0","0","6","2","0","1","0","0","0","0","0","0","2","0","0","0","1","0","2","0","2","0","0","0","0","0","0",
"1600000US0603092","Atherton town, California","7188","484","6704","6306","4731","94","11","1404","45","21","398","364","20","36","197","5","67","2","5","1","4","1","2","0","17","6","1","34","7","4","0","1","0","0","0","17","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603162","Atwater city, California","31970","19042","12928","11810","8788","1001","133","1684","60","144","1118","1045","211","343","221","36","158","14","30","5","7","2","0","1","15","2","0","65","14","16","2","4","13","1","1","9","0","1","1","0","0","0","1","0","1","0","1","0","8","4","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603190","Auberry CDP, California","3238","360","2878","2662","2347","14","249","31","6","15","216","194","7","133","20","1","26","4","0","0","0","0","1","0","2","0","0","22","7","3","0","0","5","1","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603204","Auburn city, California","13776","1693","12083","11268","10619","116","123","309","14","87","815","760","90","289","174","27","163","2","2","2","4","0","0","0","7","0","0","51","6","11","3","7","4","0","4","14","1","0","0","0","0","1","0","0","0","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603205","Auburn Lake Trails CDP, California","3388","297","3091","2915","2801","13","35","47","3","16","176","170","15","82","35","0","37","0","1","0","0","0","0","0","0","0","0","6","0","1","0","2","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603209","August CDP, California","8628","6591","2037","1808","1185","223","48","300","24","28","229","212","27","95","33","4","19","14","1","1","0","3","0","1","13","0","1","16","5","4","0","0","4","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603274","Avalon city, California","3460","1903","1557","1448","1366","29","4","29","9","11","109","101","15","25","24","5","26","2","3","0","0","0","0","0","1","0","0","7","2","0","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603302","Avenal city, California","13696","11545","2151","2032","1721","102","76","83","13","37","119","104","7","9","23","0","15","1","0","0","1","0","1","1","46","0","0","13","4","2","0","0","1","1","2","2","0","0","0","0","0","0","0","0","1","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603316","Avery CDP, California","636","55","581","533","524","2","7","0","0","0","48","47","6","8","7","7","16","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0603330","Avila Beach CDP, California","1576","158","1418","1362","1302","7","1","33","0","19","56","51","5","18","12","1","14","0","0","0","0","0","0","0","1","0","0","5","1","0","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603344","Avocado Heights CDP, California","13317","10638","2679","2550","771","80","21","1608","7","63","129","121","10","26","42","3","10","0","10","0","1","0","0","0","19","0","0","5","2","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603386","Azusa city, California","50000","32020","17980","16939","7751","1589","113","7187","65","234","1041","924","124","105","388","6","107","22","66","6","29","9","0","1","42","19","0","97","26","30","1","8","3","0","0","14","9","0","0","0","0","4","2","0","0","0","0","0","20","12","0","2","0","0","0","3","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603512","Baker CDP, California","442","345","97","87","67","2","4","8","5","1","10","9","0","7","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603526","Bakersfield city, California","403455","212822","190633","178069","116311","26402","2153","30268","505","2430","12564","11695","2492","3731","2495","212","1441","381","263","39","187","71","11","21","202","136","13","780","271","84","14","58","122","30","29","115","15","1","10","7","4","11","3","0","2","0","0","4","79","19","11","18","6","5","7","6","0","0","0","0","1","0","6","0","10","4","4","0","2","0","0","0","0",
"1600000US0603546","Bakersfield Country Club CDP, California","1715","741","974","896","793","28","15","51","1","8","78","78","9","37","11","0","16","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603666","Baldwin Park city, California","72176","53683","18493","17992","2391","609","92","14590","44","266","501","432","47","44","129","14","40","17","32","3","29","9","0","7","33","26","2","57","7","13","2","4","7","0","2","14","3","0","0","0","2","3","0","0","0","0","0","0","11","1","0","4","1","1","0","0","0","0","0","2","1","1","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0603694","Ballard CDP, California","768","154","614","588","568","8","2","4","2","4","26","25","2","9","6","3","4","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603708","Ballico CDP, California","347","175","172","156","136","1","3","15","0","1","16","13","0","10","2","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603792","Bangor CDP, California","695","82","613","559","503","6","9","29","1","11","54","53","1","37","0","1","12","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0603820","Banning city, California","29505","13427","16078","15232","10964","2112","316","1697","26","117","846","772","187","224","147","21","94","33","27","2","16","0","1","0","18","1","1","66","28","5","3","4","8","1","1","6","4","0","3","0","0","0","1","1","1","0","0","0","8","0","1","5","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0604030","Barstow city, California","25415","11295","14120","12786","6646","4684","305","696","312","143","1334","1193","410","275","124","28","77","94","42","13","78","2","1","2","37","9","1","131","56","19","10","16","7","4","3","9","0","0","0","0","4","3","0","0","0","0","0","0","9","1","0","6","0","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1600000US0604198","Bass Lake CDP, California","575","68","507","474","466","1","2","3","0","2","33","32","2","13","6","0","10","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0604415","Bay Point CDP, California","23896","14904","8992","8224","3197","2186","58","2512","134","137","768","673","125","101","200","13","82","14","54","8","11","5","0","2","39","15","4","83","23","16","4","5","20","1","2","11","0","0","0","0","0","1","0","0","0","0","0","0","11","2","2","3","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1",
"1600000US0604470","Bayview CDP (Contra Costa County), California","1782","528","1254","1174","511","161","5","463","23","11","80","77","11","14","23","0","11","0","9","0","1","0","0","0","7","1","0","3","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0604478","Bayview CDP (Humboldt County), California","2619","465","2154","1972","1659","44","73","175","8","13","182","177","21","83","20","10","37","0","1","0","1","0","2","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0604549","Baywood Park CDP, California","1693","96","1597","1496","848","11","0","626","5","6","101","98","4","8","63","0","12","0","3","1","0","0","0","0","7","0","0","3","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
