"GEO_ID","NAME","P9_001N","P9_002N","P9_003N","P9_004N","P9_005N","P9_006N","P9_007N","P9_008N","P9_009N","P9_010N","P9_011N","P9_012N","P9_013N","P9_014N","P9_015N","P9_016N","P9_017N","P9_018N","P9_019N","P9_020N","P9_021N","P9_022N","P9_023N","P9_024N","P9_025N","P9_026N","P9_027N","P9_028N","P9_029N","P9_030N","P9_031N","P9_032N","P9_033N","P9_034N","P9_035N","P9_036N","P9_037N","P9_038N","P9_039N","P9_040N","P9_041N","P9_042N","P9_043N","P9_044N","P9_045N","P9_046N","P9_047N","P9_048N","P9_049N","P9_050N","P9_051N","P9_052N","P9_053N","P9_054N","P9_055N","P9_056N","P9_057N","P9_058N","P9_059N","P9_060N","P9_061N","P9_062N","P9_063N","P9_064N","P9_065N","P9_066N","P9_067N","P9_068N","P9_069N","P9_070N","P9_071N","P9_072N","P9_073N",
"1600000US0641572","Linda CDP, California","21654","7629","14025","12488","8455","928","285","2593","113","114","1537","1398","268","566","244","21","194","25","19","10","15","5","3","3","13","12","0","136","63","15","7","3","11","6","2","15","7","0","1","0","1","2","3","0","0","0","0","0","3","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0641656","Lindcove CDP, California","189","117","72","69","65","0","1","3","0","0","3","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0641670","Linden CDP, California","1863","568","1295","1203","1153","10","4","24","4","8","92","92","5","33","11","0","42","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0641712","Lindsay city, California","12659","11267","1392","1293","985","42","34","178","15","39","99","92","21","32","15","0","16","3","0","0","2","1","0","0","0","2","0","6","3","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0641740","Linnell Camp CDP, California","696","691","5","3","3","0","0","0","0","0","2","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0641782","Litchfield CDP, California","160","5","155","147","144","0","0","3","0","0","8","8","0","6","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0641789","Little Grass Valley CDP, California","25","5","20","20","19","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0641866","Little River CDP, California","94","6","88","86","78","5","0","3","0","0","2","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0641880","Littlerock CDP, California","1535","1013","522","479","367","76","0","24","0","12","43","38","2","24","5","0","1","1","0","0","5","0","0","0","0","0","0","5","0","1","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0641908","Little Valley CDP, California","84","6","78","70","62","2","5","0","1","0","8","8","0","6","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0641922","Live Oak CDP, California","17038","5111","11927","10997","9861","179","58","750","32","117","930","873","139","208","272","26","192","8","8","0","6","1","0","0","7","5","1","51","12","10","3","3","12","1","0","9","0","0","0","0","0","0","0","0","0","1","0","0","4","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","1","0","0","1","0","0","0","0",
"1600000US0641936","Live Oak city, California","9106","4508","4598","4231","2749","121","55","1233","38","35","367","344","44","147","65","1","61","4","8","1","0","1","0","0","1","11","0","18","9","5","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","4","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0",
"1600000US0641992","Livermore city, California","87955","18978","68977","63598","48449","1604","203","12633","209","500","5379","5011","407","872","2281","221","856","28","100","5","40","16","4","0","136","39","6","332","52","51","4","8","39","9","8","130","10","0","4","0","6","3","3","0","0","0","0","5","35","15","0","4","5","2","0","7","0","0","2","0","0","0","0","0","1","0","0","0","1","0","0","0","0",
"1600000US0642006","Livingston city, California","14172","9936","4236","4108","930","95","52","2978","19","34","128","111","9","16","31","5","13","0","1","1","1","13","0","0","4","16","1","17","0","1","3","0","5","0","0","5","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0642104","Lockeford CDP, California","3333","1163","2170","2028","1917","18","8","54","11","20","142","140","9","54","34","2","28","0","1","0","0","3","0","2","6","0","1","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0642142","Lockwood CDP (Amador County), California","495","45","450","405","390","2","4","6","0","3","45","42","1","20","7","0","13","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0642146","Lockwood CDP (Monterey County), California","368","112","256","238","214","10","2","7","1","4","18","18","0","5","5","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0642202","Lodi city, California","66348","25949","40399","37644","30024","786","240","6141","124","329","2755","2567","251","789","828","91","399","11","23","5","16","24","0","8","67","48","7","148","28","27","5","7","22","2","4","42","0","0","5","3","1","1","0","0","1","0","0","0","38","16","2","7","6","3","0","0","2","0","2","0","0","0","0","0","2","2","0","0","0","0","0","0","0",
"1600000US0642230","Lodoga CDP, California","184","23","161","158","145","9","0","3","0","1","3","3","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0642328","Loleta CDP, California","828","151","677","646","597","13","17","10","3","6","31","29","5","18","2","0","2","1","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0642370","Loma Linda city, California","24791","6908","17883","16666","7175","2322","67","6865","70","167","1217","1112","174","125","418","8","138","38","59","1","48","12","6","2","66","17","0","86","32","20","1","10","3","2","0","8","2","0","2","1","0","1","1","1","0","0","0","2","17","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0",
"1600000US0642384","Loma Mar CDP, California","134","14","120","109","107","2","0","0","0","0","11","11","2","0","4","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0642412","Loma Rica CDP, California","2409","293","2116","1944","1837","17","29","41","4","16","172","159","20","87","19","6","22","0","2","1","0","0","0","0","1","1","0","12","1","2","0","1","3","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1600000US0642468","Lomita city, California","20921","7691","13230","12152","7269","1129","57","3436","128","133","1078","982","116","152","429","32","131","12","23","12","23","4","0","0","40","8","0","85","13","9","6","1","12","0","6","29","0","0","0","0","0","4","4","1","0","0","0","0","10","3","2","4","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1600000US0642510","Lompico CDP, California","1154","128","1026","960","919","5","3","17","3","13","66","65","3","18","19","3","19","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0642524","Lompoc city, California","44444","25472","18972","17276","13310","1805","289","1608","98","166","1696","1510","322","417","399","46","202","17","32","7","21","5","2","1","36","3","0","171","39","26","0","15","22","5","2","52","5","0","0","0","0","0","0","1","0","2","1","1","10","7","0","1","0","0","0","2","0","0","0","0","0","0","0","0","5","4","0","1","0","0","0","0","0",
"1600000US0642566","London CDP, California","1518","1407","111","98","92","1","0","5","0","0","13","11","0","10","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0642580","Lone Pine CDP, California","2014","774","1240","1159","887","7","239","20","1","5","81","73","9","39","5","1","19","0","0","0","0","0","0","0","0","0","0","7","2","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0642622","Long Barn CDP, California","162","12","150","138","136","0","2","0","0","0","12","11","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0643000","Long Beach city, California","466742","201997","264745","244964","121970","55894","1119","59308","3937","2736","19781","17897","3599","2149","6131","528","2016","648","924","224","685","103","10","43","646","164","27","1711","546","301","35","149","153","8","21","326","49","3","35","6","21","26","19","4","4","0","0","5","156","61","5","41","15","7","0","16","2","0","3","3","3","0","0","0","16","8","7","0","1","0","0","1","1",
"1600000US0643126","Lookout CDP, California","68","6","62","57","55","0","1","0","0","1","5","4","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0643140","Loomis town, California","6836","808","6028","5605","5231","27","65","234","2","46","423","408","35","144","123","16","83","3","2","0","0","0","0","0","1","1","0","13","7","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0643224","Los Alamitos city, California","11780","3026","8754","8027","5449","347","34","2060","69","68","727","676","72","99","322","25","46","15","25","1","5","3","0","1","56","5","1","46","18","14","1","0","9","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0643252","Los Alamos CDP, California","1839","928","911","859","800","8","24","20","0","7","52","52","5","18","14","0","14","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0643280","Los Altos city, California","31625","1538","30087","28205","16630","177","30","11145","37","186","1882","1804","94","93","1313","8","223","1","17","1","1","4","0","3","26","19","1","74","15","15","0","1","11","1","0","27","4","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0643294","Los Altos Hills town, California","8489","334","8155","7692","4738","22","3","2859","21","49","463","446","17","28","298","11","76","0","4","1","0","0","0","1","5","5","0","15","1","7","1","0","0","0","1","4","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644000","Los Angeles city, California","3898747","1829991","2068756","1940728","1126052","322553","6614","454585","4573","26351","128028","117581","21734","10622","46653","1703","16424","3719","4260","591","7115","485","70","245","2648","1155","157","9243","2855","1571","176","979","770","97","186","1470","346","25","168","58","138","159","136","47","32","4","0","26","1076","427","43","262","91","90","5","102","13","0","14","15","9","3","2","0","108","55","47","4","2","0","0","20","20",
"1600000US0644028","Los Banos city, California","45532","33611","11921","10971","7990","954","149","1369","277","232","950","840","166","228","167","34","130","17","27","4","6","6","2","0","35","16","2","95","35","3","6","4","14","2","3","21","1","1","3","0","1","1","0","0","0","0","0","0","12","8","1","0","0","2","0","0","0","0","1","0","0","0","0","0","3","0","3","0","0","0","0","0","0",
"1600000US0644042","Los Berros CDP, California","623","141","482","439","411","7","1","15","0","5","43","42","2","14","8","0","14","0","2","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644112","Los Gatos town, California","33529","3017","30512","28568","21890","298","38","6105","24","213","1944","1867","174","217","1037","34","334","8","15","2","2","3","0","3","30","7","1","72","17","9","2","6","8","0","0","23","6","0","0","0","0","0","0","0","0","0","0","1","5","3","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644140","Los Molinos CDP, California","2098","617","1481","1354","1283","11","39","17","2","2","127","124","4","81","6","4","28","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644168","Los Olivos CDP, California","1202","201","1001","964","940","0","5","7","0","12","37","36","2","15","9","2","7","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644182","Los Osos CDP, California","14465","2290","12175","11431","10460","81","56","736","13","85","744","702","42","231","194","14","188","5","3","0","3","6","0","0","11","5","0","32","5","2","0","1","12","1","1","7","0","0","1","0","0","2","0","0","0","0","0","0","9","2","2","1","0","0","0","3","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0",
"1600000US0644242","Los Ranchos CDP, California","1516","125","1391","1317","1268","0","0","38","0","11","74","74","1","15","28","1","27","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644280","Lost Hills CDP, California","2370","2323","47","44","30","5","0","4","0","5","3","2","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644350","Lower Lake CDP, California","1276","333","943","883","798","32","31","13","5","4","60","55","14","14","11","1","13","1","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644364","Loyalton city, California","740","127","613","582","563","4","9","0","1","5","31","27","1","13","2","0","6","0","0","2","0","0","3","0","0","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644378","Loyola CDP, California","3491","129","3362","3161","2001","18","2","1109","2","29","201","198","14","5","153","0","17","1","3","1","0","0","0","0","4","0","0","3","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644399","Lucas Valley-Marinwood CDP, California","6259","590","5669","5252","4650","65","7","477","15","38","417","399","34","40","247","5","65","0","0","2","0","0","0","0","6","0","0","18","5","6","0","0","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644406","Lucerne CDP, California","3266","596","2670","2453","2239","32","92","59","7","24","217","213","30","119","16","10","28","5","1","0","0","0","1","0","1","2","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644420","Lucerne Valley CDP, California","5331","1752","3579","3322","2945","125","51","148","9","44","257","245","29","93","36","3","76","2","2","1","0","0","0","0","1","2","0","10","3","0","0","0","0","0","0","5","0","0","0","0","0","2","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644574","Lynwood city, California","67265","59427","7838","7434","1212","5301","64","397","182","278","404","351","100","22","8","9","43","51","34","5","45","3","0","0","18","13","0","40","12","7","2","3","4","0","0","7","0","0","1","0","0","1","1","2","0","0","0","0","13","7","0","0","0","3","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644644","Lytle Creek CDP, California","725","170","555","538","469","23","2","34","1","9","17","17","2","5","4","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644672","Mabie CDP, California","181","8","173","162","159","0","3","0","0","0","11","11","0","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644700","McArthur CDP, California","334","141","193","179","163","3","9","1","0","3","14","13","0","7","2","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644760","McClellan Park CDP, California","926","201","725","644","351","192","14","55","18","14","81","69","23","12","10","0","0","2","10","8","1","1","0","0","1","1","0","12","3","5","0","0","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644770","McClenney Tract CDP, California","15","2","13","12","12","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644784","McCloud CDP, California","945","75","870","786","766","3","4","6","3","4","84","74","8","56","3","0","7","0","0","0","0","0","0","0","0","0","0","10","8","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644812","Macdoel CDP, California","86","53","33","31","22","2","2","2","0","3","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644826","McFarland city, California","14161","13451","710","670","421","78","17","115","3","36","40","33","0","11","1","1","2","1","0","0","1","2","0","0","14","0","0","3","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0",
"1600000US0644830","McGee Creek CDP, California","45","6","39","32","30","0","1","1","0","0","7","7","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644910","McKinleyville CDP, California","16262","1692","14570","13084","11806","140","737","258","20","123","1486","1355","136","698","198","38","238","13","6","1","2","7","0","4","11","3","0","115","34","16","2","8","25","6","4","14","1","0","4","0","0","1","0","0","0","0","0","0","16","6","0","5","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0644924","McKittrick CDP, California","102","25","77","70","67","1","2","0","0","0","7","5","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645006","McSwain CDP, California","4480","1414","3066","2873","2470","49","22","313","2","17","193","187","18","57","48","13","44","1","5","0","1","0","0","0","0","0","0","5","0","3","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645008","Madeline CDP, California","21","7","14","10","9","0","0","1","0","0","4","4","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645022","Madera city, California","66224","53471","12753","11883","8075","1481","359","1650","37","281","870","791","149","275","172","26","112","18","5","0","5","12","3","0","7","6","1","68","13","7","5","10","11","3","0","12","4","0","1","0","0","0","2","0","0","0","0","0","8","1","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3",
"1600000US0645050","Madera Acres CDP, California","9162","6837","2325","2158","1813","158","67","90","0","30","167","160","30","69","24","0","31","0","0","0","0","3","0","1","0","0","2","4","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645054","Madera Ranchos CDP, California","3623","1196","2427","2256","2070","29","16","124","3","14","171","163","16","57","27","1","57","0","0","0","2","0","0","0","3","0","0","6","0","0","0","0","2","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645064","Madison CDP, California","581","512","69","65","55","2","1","5","2","0","4","3","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645092","Mad River CDP, California","361","21","340","321","302","0","8","11","0","0","19","17","0","15","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645120","Magalia CDP, California","7795","691","7104","6587","6336","36","84","85","9","37","517","496","42","298","43","13","88","1","0","0","0","0","1","6","3","0","1","18","7","0","0","0","1","1","0","6","0","0","0","0","2","0","0","0","1","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645232","Malaga CDP, California","884","820","64","57","23","10","3","20","0","1","7","6","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645246","Malibu city, California","10654","833","9821","9296","8724","137","12","339","5","79","525","497","62","76","199","10","121","8","6","0","8","0","0","0","6","0","1","26","2","4","0","2","6","0","0","6","0","0","2","0","1","0","3","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645358","Mammoth Lakes town, California","7191","2395","4796","4536","4349","30","6","102","10","39","260","238","21","67","73","13","56","0","0","0","0","3","0","0","3","2","0","16","2","0","0","3","0","0","0","5","0","1","0","3","0","2","0","0","0","0","0","0","6","1","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645386","Manchester CDP, California","159","44","115","104","98","0","2","1","1","2","11","10","3","2","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645400","Manhattan Beach city, California","35506","3072","32434","29950","25353","305","28","3995","29","240","2484","2332","230","204","1312","29","463","13","18","1","15","0","1","4","28","14","0","144","21","31","1","3","15","2","1","59","4","0","3","0","0","0","1","0","3","0","0","0","7","1","0","3","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0645414","Manila CDP, California","798","83","715","639","585","10","25","6","3","10","76","69","6","35","7","0","19","0","0","1","0","1","0","0","0","0","0","7","5","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645484","Manteca city, California","83498","33892","49606","45568","28900","3477","431","11627","587","546","4038","3695","513","909","1152","167","472","43","110","28","38","32","3","8","164","46","10","306","77","40","8","18","38","16","10","70","3","4","8","0","4","4","2","0","4","0","0","0","36","8","5","6","8","3","0","5","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1600000US0645512","Manton CDP, California","310","12","298","287","271","3","8","4","0","1","11","11","2","7","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
